loan_id,NE_MONEY,NE_CARDINAL,NE_GPE,NE_PERSON
5550,0,2,0,0
747,0,2,1,4
7605,0,1,1,3
7208,0,0,0,1
6533,1,5,2,4
1764,5,2,1,0
1578,0,0,1,0
2924,0,1,1,4
2384,1,2,1,1
6627,0,1,3,0
5585,0,0,0,0
393,0,3,1,2
5311,0,2,1,0
3299,0,1,4,7
4837,0,1,0,3
6068,0,2,2,4
7659,0,5,0,4
5797,0,3,0,3
5219,0,3,3,2
2705,0,1,2,1
7564,0,1,0,4
597,0,1,2,2
459,0,4,0,3
4189,1,0,0,0
6484,0,1,0,0
3070,1,4,0,15
4966,0,1,0,0
6638,0,1,5,4
255,6,2,6,3
6138,0,1,0,1
6678,0,2,0,0
209,5,1,9,1
7575,0,1,0,2
7782,0,1,1,1
117,5,9,8,8
66,0,1,1,7
6952,0,2,2,3
1676,1,0,0,1
937,0,2,0,0
2557,0,1,0,1
5683,1,0,0,2
174,0,3,1,0
5063,0,2,0,3
1477,5,0,1,2
110,0,3,0,0
2225,0,2,2,3
7358,0,2,0,1
4390,0,0,0,1
1390,1,3,0,0
611,0,2,1,1
2061,0,6,1,1
6158,0,1,0,3
6693,0,2,1,3
4258,0,3,1,1
756,0,0,0,1
4801,1,1,0,3
6796,0,1,0,1
1977,0,3,3,1
4111,2,1,0,1
2916,0,1,1,2
5916,0,1,0,3
2980,0,1,1,1
1992,0,2,2,1
1862,1,3,0,0
6673,0,0,3,4
1213,5,1,0,2
5699,1,1,5,2
2017,5,1,5,1
636,3,2,1,3
5923,0,0,0,3
739,0,4,2,0
867,0,1,1,1
46,0,3,0,5
4886,4,14,10,12
1896,0,10,3,2
7110,0,3,0,4
1673,3,4,0,4
2967,0,1,1,2
1836,6,2,7,6
3017,0,0,0,1
2321,0,2,1,3
24,0,2,0,6
3695,0,1,1,1
4278,1,0,4,0
4795,1,1,0,1
3031,0,1,3,3
6891,0,0,3,1
2375,5,1,1,0
3090,0,1,1,8
1951,3,0,4,2
1460,5,4,1,1
5330,0,1,1,0
2342,0,5,5,2
1617,2,7,1,13
579,0,1,3,3
3853,1,0,1,3
1333,4,1,2,1
3917,0,1,0,1
3056,0,3,0,3
4115,1,1,1,0
1577,0,1,2,2
5153,0,3,5,4
2193,2,3,2,8
7983,0,3,2,5
3835,0,4,3,10
6864,0,1,1,1
6919,0,3,0,5
3752,3,1,0,1
7926,2,3,0,3
467,0,1,2,2
3795,0,1,5,1
2613,1,1,1,4
7421,0,3,0,1
669,0,1,0,1
962,0,3,2,0
7799,0,1,0,1
5723,0,7,2,7
2145,0,2,1,5
1839,0,1,0,1
2490,0,0,0,2
7103,0,3,2,3
923,1,1,2,1
4422,0,1,0,0
4307,2,1,1,5
3278,0,3,4,7
901,0,1,2,1
3406,0,1,5,4
2095,0,2,0,1
1670,1,0,0,2
424,0,3,4,0
2662,1,1,1,3
1116,0,1,2,2
2429,0,2,5,4
2703,0,2,0,2
7229,0,1,1,3
4847,0,3,3,1
4654,0,3,0,1
289,0,1,0,1
7509,0,5,2,0
2800,0,0,0,0
1845,0,3,0,2
3774,0,3,4,5
1237,1,3,6,1
612,0,6,0,4
2714,0,1,1,4
2008,1,1,2,0
6845,0,1,2,2
1821,0,1,2,3
3894,0,0,2,6
2991,0,1,0,6
4978,0,0,0,0
3351,0,1,2,8
3101,0,1,2,1
3256,0,1,0,0
7823,0,3,1,1
3875,0,2,2,0
5243,0,2,0,1
155,0,5,0,0
3252,0,0,0,2
1151,0,2,0,1
6833,0,1,1,5
3855,0,1,2,2
3052,0,2,5,4
3753,1,2,0,0
4151,0,1,0,0
5948,0,1,2,0
6707,0,1,1,2
2445,1,1,5,5
6454,0,6,0,2
7555,0,1,3,0
1779,6,1,3,3
572,0,1,0,6
995,0,1,3,1
2150,0,4,0,4
5279,1,4,2,0
1873,6,1,1,2
229,10,4,11,3
1891,0,1,0,2
5745,1,1,0,0
1979,0,1,0,2
1061,0,1,0,0
1941,1,2,1,1
2545,3,2,0,1
6185,0,1,0,1
2501,0,2,0,0
1788,0,2,0,2
3009,0,1,0,4
5517,0,1,1,4
6880,0,1,1,3
5329,0,3,0,1
5008,0,1,0,0
6295,0,1,0,2
1679,0,1,4,4
7434,0,3,1,2
4315,1,1,1,2
3349,0,1,6,3
2523,5,1,1,6
6889,0,2,0,9
4400,0,2,1,4
2629,7,1,0,5
5810,1,2,0,0
6421,1,1,0,1
2003,5,0,3,2
3892,0,0,1,7
6288,0,2,3,0
4884,0,2,1,3
2710,0,2,0,0
3250,0,0,1,1
5172,0,5,2,2
2608,0,0,0,0
7016,0,2,1,2
7351,0,2,0,2
4038,1,1,1,2
88,5,2,5,0
714,5,3,1,6
4764,2,0,0,2
6877,0,1,1,4
7520,0,0,0,1
1342,3,1,0,5
217,0,2,0,1
5712,1,5,4,4
6408,0,0,0,2
6654,0,1,0,3
2354,1,1,0,1
3078,0,3,6,4
515,2,3,8,1
2432,0,1,0,0
2256,3,0,0,1
5657,0,1,0,1
1626,4,2,3,0
219,0,0,0,0
6465,0,2,3,3
3467,0,5,1,2
3816,0,3,1,2
206,0,1,0,1
4085,0,2,3,2
3683,1,6,1,2
1131,0,3,0,1
6927,0,1,1,3
3158,0,1,0,3
3188,0,5,2,5
4590,0,1,0,2
7006,0,5,1,0
6145,3,2,4,0
356,0,0,1,2
6811,0,2,1,1
564,1,3,5,8
3789,1,1,1,0
6026,0,1,0,0
2609,0,1,0,0
2128,6,1,2,2
1769,4,2,1,1
2289,0,6,0,2
1190,0,1,0,0
3513,0,1,0,0
5736,0,1,0,1
7163,0,2,0,0
2349,0,2,2,4
2220,3,3,3,0
5968,0,0,1,3
2485,0,2,0,1
7672,0,1,0,3
6729,0,1,1,1
607,4,5,3,5
776,2,6,0,1
2486,0,1,0,1
6735,0,0,0,5
803,0,2,0,1
3898,0,3,2,5
2698,1,2,4,0
7344,0,3,4,0
2912,0,0,0,2
2169,1,1,0,1
6714,1,4,0,0
1860,0,2,0,3
2591,0,2,0,0
1912,1,0,1,1
6154,2,3,3,4
6676,0,1,0,1
1702,1,3,0,2
1743,4,1,2,2
6284,1,1,0,0
6360,0,0,0,0
1305,0,3,0,0
5660,0,1,0,0
6981,0,2,0,0
173,0,3,0,3
1560,4,2,9,5
6333,0,1,0,0
3677,0,3,0,2
7906,0,5,1,1
6710,0,0,0,1
7973,0,2,5,4
924,1,1,0,1
7090,0,3,3,6
2559,0,2,1,3
5805,0,2,0,2
3222,0,4,0,3
4785,0,1,0,0
7850,3,7,2,8
5781,0,0,0,3
2171,0,1,0,0
168,9,10,10,5
2869,0,1,1,1
74,0,1,0,0
1369,6,6,0,3
3066,0,1,0,3
145,9,3,11,0
1320,0,6,1,3
4560,0,3,2,1
2696,1,1,1,0
5078,0,1,0,0
3376,0,2,4,4
5563,0,1,0,1
2189,4,1,0,3
868,0,1,0,0
5161,0,1,0,1
5305,0,2,0,0
3048,0,0,1,0
1372,0,1,0,1
6702,1,1,0,2
4522,0,2,0,2
1762,1,3,0,0
5871,1,1,1,3
7903,0,0,4,11
7276,0,0,2,4
2718,0,3,1,1
2866,0,4,0,1
1832,0,1,1,0
3909,0,0,3,4
2415,0,1,0,1
1255,0,1,0,0
4542,1,3,0,2
570,0,2,0,3
6377,1,2,0,1
720,5,4,1,1
987,2,1,1,1
708,5,7,0,7
2506,0,1,0,1
717,5,2,0,5
1269,0,1,0,0
6822,0,0,0,3
20,0,0,0,1
4221,0,2,0,0
3616,0,2,0,0
6371,0,2,1,0
3354,0,3,3,9
4897,0,1,0,0
4708,0,2,2,0
3234,0,3,2,5
5904,0,1,0,6
1582,4,1,1,5
5759,0,1,0,0
6518,0,0,0,0
1355,3,1,0,2
1747,0,1,0,4
6662,0,2,0,3
769,0,3,1,1
7280,0,3,0,1
6562,0,2,0,4
2036,0,4,0,1
5640,0,0,0,0
736,0,4,1,5
1161,0,2,0,2
5341,0,1,0,1
6424,0,1,0,2
2576,0,1,0,0
3921,0,0,4,2
5643,0,1,0,2
4077,1,2,2,1
6334,0,1,0,0
7952,0,5,2,1
6623,3,2,2,8
7541,0,1,1,3
5586,0,3,0,0
7735,0,5,0,6
6677,0,2,1,1
5796,0,1,2,1
7796,0,2,1,1
3204,0,1,0,1
3139,0,0,0,2
4675,0,1,0,2
6666,0,2,0,3
2373,1,2,0,1
1660,1,3,6,4
4450,0,1,0,1
6349,0,1,0,1
6773,1,2,0,0
7216,1,1,2,2
2965,3,8,2,9
5010,0,1,0,0
6686,0,1,0,2
921,1,2,1,1
4672,0,3,0,0
7298,0,4,1,2
2861,0,0,0,3
2614,1,2,1,1
2315,0,0,0,3
7373,0,1,0,1
516,0,2,0,5
1219,0,1,0,0
7403,0,2,0,1
796,0,1,0,0
6503,0,2,1,1
39,0,3,0,6
1587,3,9,0,1
7802,0,3,0,0
6059,0,0,0,4
5570,1,2,1,2
2518,4,1,1,6
1864,0,1,0,0
7128,0,1,6,1
1234,0,4,0,5
6918,0,1,1,1
2836,0,4,0,4
5203,0,2,0,0
7141,0,2,2,0
2489,0,1,0,3
5713,0,3,2,0
468,1,4,1,4
4636,0,1,1,2
1915,1,3,3,8
1159,0,1,0,5
1340,4,2,0,4
7138,0,1,0,1
4574,0,1,1,0
5768,0,1,1,0
3589,0,1,2,6
2516,4,2,1,0
3601,1,2,2,2
7412,0,2,1,4
5651,0,1,0,3
6609,0,3,0,2
1615,0,1,2,4
5428,1,2,1,2
6839,0,0,2,0
7170,0,0,0,1
5426,0,1,1,4
2435,0,1,0,2
648,4,7,1,1
6635,1,1,3,2
5955,0,1,0,3
7184,0,0,0,0
5875,1,6,1,9
5021,0,1,0,0
979,1,6,2,0
5151,1,1,1,1
3568,0,1,1,1
2589,0,2,2,1
3241,0,1,1,1
4371,0,1,0,0
7364,1,3,2,0
1774,7,4,7,7
7371,0,2,0,1
396,4,5,2,2
2908,0,3,1,8
2883,0,0,0,0
1005,0,5,1,2
7017,0,0,0,0
7733,0,0,1,2
2026,0,1,0,1
3606,0,1,1,0
3003,0,1,2,1
2127,4,1,1,0
3391,0,4,2,2
5149,1,3,0,4
5990,0,2,0,1
6019,1,2,0,2
3033,0,0,0,3
6080,0,3,0,0
4262,0,1,0,3
1163,0,3,1,5
3380,0,0,0,14
7912,1,3,0,5
7379,0,2,6,2
6856,0,2,3,4
6887,0,3,3,6
2033,0,7,2,1
6837,0,4,1,1
2498,0,2,0,0
5814,2,2,2,0
3883,0,1,1,1
7966,0,3,1,4
1683,5,3,4,3
4962,0,1,0,0
6300,0,1,0,2
2216,0,2,2,0
689,1,1,0,0
1031,0,5,1,5
4458,0,1,0,3
1600,0,7,0,1
3830,0,1,2,2
2597,0,1,2,0
2203,0,2,0,2
1035,0,4,2,1
7953,2,4,1,3
3318,0,0,4,5
3251,0,1,0,5
7137,0,1,0,0
6321,0,2,0,0
2822,0,0,0,2
2676,0,4,0,0
2023,0,0,0,0
997,0,2,2,5
5775,0,6,3,4
3079,0,2,0,9
3332,1,6,2,7
3911,1,0,0,2
7158,0,1,0,1
1512,2,1,1,3
5704,1,1,0,4
4791,0,0,0,4
3205,0,1,1,1
5070,0,1,1,0
5960,1,4,3,7
2456,0,3,0,1
1406,3,4,0,4
3334,2,4,9,16
2230,0,0,2,7
757,0,1,0,1
1520,5,2,0,2
7656,2,2,5,1
7592,0,4,1,4
6275,0,6,0,1
3624,0,1,0,0
6943,0,0,0,4
6872,0,1,2,0
5953,0,1,2,1
5339,1,0,0,3
4343,1,1,0,2
2403,0,1,0,0
481,0,3,1,4
5258,0,1,1,1
203,0,1,0,5
1133,0,1,1,0
5920,1,5,0,2
3456,0,2,0,0
981,1,2,0,3
2271,0,1,0,1
2683,0,0,0,3
1149,0,0,2,0
6522,0,2,0,2
7273,0,5,0,3
4989,0,1,1,5
4744,0,2,0,3
882,1,4,1,3
6787,0,1,0,4
1095,0,1,0,0
2300,0,1,1,1
195,4,3,4,2
1122,0,1,2,0
6492,0,2,1,0
6346,0,2,0,4
2141,0,2,2,1
181,0,1,0,0
6869,0,0,0,1
711,4,2,2,6
2102,0,1,0,1
5973,0,0,0,0
5874,1,0,4,1
4446,0,2,0,4
2423,0,2,0,0
5049,1,1,1,2
2515,4,1,0,3
1012,0,2,0,2
1957,5,1,1,1
1172,0,1,1,3
1465,0,2,2,4
2305,1,1,1,4
905,0,2,0,1
4813,1,1,1,2
149,8,5,9,8
6971,0,3,1,2
591,0,1,3,0
4610,1,1,0,0
877,4,2,4,3
6155,0,1,0,1
1205,3,0,4,2
4986,0,0,1,1
6779,0,1,0,0
7150,0,3,2,1
2326,4,0,2,2
1521,3,2,0,4
282,0,2,1,1
3402,0,2,4,4
440,0,2,3,1
5670,1,3,1,8
213,4,8,3,2
7001,0,0,0,5
5934,1,5,2,3
2218,0,2,0,0
3327,0,2,0,2
833,0,2,0,1
6818,0,0,0,2
2548,0,3,0,1
2825,0,0,0,1
1135,0,1,0,0
535,0,2,4,2
2675,0,4,1,2
6789,0,1,3,0
6293,0,2,0,2
413,0,2,0,0
6924,0,0,1,1
37,0,2,0,0
2891,0,2,1,5
432,0,1,4,4
1256,0,1,0,0
2805,0,1,1,2
1799,1,2,2,1
7323,0,3,1,4
7218,0,1,3,1
4007,0,4,2,2
2191,0,1,1,9
4910,0,2,0,0
4075,0,2,1,0
2011,0,1,3,0
5061,0,2,0,3
601,0,2,2,2
7501,0,4,2,5
246,0,3,0,0
1535,3,2,2,2
6548,0,2,0,4
801,0,1,0,0
462,3,2,3,2
2607,0,2,0,3
5870,1,3,2,5
2442,1,2,0,4
2066,7,4,0,3
4244,1,2,0,1
2291,0,4,2,5
724,3,2,4,2
2205,0,1,1,1
2623,0,1,0,4
635,3,7,1,2
557,0,1,0,1
7134,0,2,0,4
6308,0,0,0,0
2428,0,1,3,6
789,0,1,0,0
1440,3,3,1,1
7449,1,1,4,0
5560,0,1,0,0
2986,0,2,0,4
7036,0,1,2,0
6,0,2,1,0
1238,0,2,0,1
2298,0,2,0,3
6985,0,3,0,3
1263,0,1,0,0
1494,4,2,0,0
5652,0,3,0,0
5604,0,1,1,0
75,5,4,6,7
7064,1,0,2,0
841,0,2,0,3
4246,0,2,0,1
233,0,2,0,1
631,6,4,1,3
1697,0,4,0,1
6766,1,1,0,0
7053,1,0,2,2
3189,0,1,0,2
7235,0,2,2,0
6619,1,4,3,1
7020,0,3,3,4
5930,0,4,0,2
3963,1,1,3,0
3509,0,1,1,0
2450,0,2,3,5
3013,0,1,0,0
1136,0,1,2,0
2430,0,1,1,3
5645,0,2,2,0
7967,0,0,6,5
6594,0,3,1,1
7956,3,2,4,3
5848,0,2,0,3
1803,4,2,0,1
6560,0,2,1,2
6021,1,2,3,4
3309,0,1,0,4
3757,1,5,3,2
2347,0,6,0,0
2810,0,1,0,5
5530,0,2,0,0
4268,0,2,3,0
425,0,2,1,1
1284,4,1,0,1
7394,0,2,0,1
6575,0,2,0,3
1436,7,5,0,2
6921,0,1,1,4
3888,0,1,1,2
5900,0,2,2,0
3993,0,0,2,3
7450,0,3,1,8
2713,0,1,0,3
96,0,1,1,0
3439,0,1,3,1
41,0,3,0,1
520,0,1,0,1
3531,0,0,0,1
1314,0,1,1,0
2699,0,2,1,2
1542,4,2,0,3
644,1,4,0,2
1266,0,1,0,0
101,0,3,1,0
1306,3,2,3,2
6460,1,1,0,9
7395,0,2,0,0
293,0,0,0,1
3273,0,1,2,4
4284,0,1,0,0
687,0,1,0,0
169,0,2,1,0
5613,0,2,0,3
7334,0,2,1,2
3098,0,0,4,1
3021,0,1,2,2
183,0,4,3,2
368,4,1,1,2
2496,0,2,2,3
637,5,4,6,2
7800,0,2,0,1
2025,0,0,0,0
3706,1,1,4,2
6221,0,1,6,6
7181,0,0,1,4
7809,0,4,3,3
7381,1,4,9,1
1062,0,0,0,0
2281,0,2,3,1
2794,0,1,0,0
1426,1,4,1,0
5703,0,2,0,3
2860,0,1,0,0
1596,4,3,0,3
1571,0,0,2,2
2294,0,1,0,1
6169,0,2,1,1
6596,0,2,3,0
2969,0,0,1,5
3410,0,4,0,11
2174,0,2,0,0
6216,2,4,2,9
7506,0,5,2,3
1080,0,1,0,0
1085,0,1,0,0
6240,0,2,0,5
97,0,1,0,2
1848,0,1,0,0
7312,0,1,1,5
7123,0,2,0,2
6317,0,1,0,1
4979,0,0,0,0
4991,0,3,0,2
3096,0,2,1,3
259,0,2,1,0
6023,0,1,0,3
7755,0,1,1,1
4741,0,1,2,2
1401,4,1,0,1
2681,0,4,1,2
7425,0,2,0,2
7866,0,1,3,2
1285,4,0,0,0
3674,0,1,1,3
5193,0,4,0,4
3699,1,0,2,2
1907,0,1,5,7
2001,0,0,1,1
3185,0,0,0,3
2280,0,1,2,0
2165,0,1,0,0
6435,1,2,2,0
7406,0,1,0,0
6337,0,1,2,2
1526,2,1,0,2
1681,4,5,4,2
201,0,1,0,3
7646,0,0,2,2
4912,1,1,0,3
1621,3,1,2,5
7046,0,5,0,2
2671,1,4,2,5
3279,0,0,0,11
2433,0,3,0,0
1778,6,4,1,5
6618,0,2,3,2
5864,0,3,1,2
2064,0,3,2,0
1581,4,3,0,1
4885,3,3,2,7
3464,0,2,0,1
3159,0,1,0,2
3971,0,2,3,5
3955,1,1,2,2
1755,0,1,0,0
5633,0,1,0,2
6322,0,2,0,0
677,1,4,2,2
1346,0,0,1,2
6122,1,1,2,0
3225,0,0,0,2
6406,0,2,4,0
6092,0,0,0,0
876,6,3,6,1
957,0,2,0,2
1739,7,5,0,1
633,6,8,1,7
3012,0,0,1,4
6133,1,1,3,6
6700,0,5,0,5
3787,1,1,0,3
1975,2,1,1,1
4594,0,2,0,4
336,3,6,3,3
5237,1,1,0,1
6351,0,1,1,4
5365,0,2,0,3
2121,3,0,0,1
2139,0,1,0,1
1618,2,1,2,8
2076,0,1,0,1
1872,3,3,1,2
1813,8,3,0,5
6016,1,6,3,8
932,0,1,0,0
1602,0,4,0,1
175,0,2,0,0
1667,4,1,0,2
7987,0,1,2,2
5170,0,1,0,0
2752,0,2,1,1
6942,0,2,1,0
7507,0,2,3,0
4039,1,1,0,0
5478,1,1,1,2
4723,0,1,0,1
21,0,5,0,0
6113,1,1,4,2
1665,0,1,0,0
3367,0,0,0,7
2122,1,0,1,1
4811,1,2,0,0
6972,0,2,1,2
1804,5,4,0,4
143,8,2,11,4
7131,0,2,0,4
2172,1,1,1,1
1530,3,5,0,1
3141,0,4,3,10
1268,0,1,0,0
2877,0,2,0,0
1457,5,1,0,2
7126,0,2,0,3
1379,4,1,4,3
4242,1,1,0,2
3154,0,2,3,5
6893,0,2,0,0
2615,1,0,1,2
6755,0,0,0,4
5007,0,1,0,0
1044,1,3,0,1
5211,1,2,0,2
2386,1,2,1,1
2890,0,3,1,8
2862,0,4,0,0
2960,0,3,0,2
6109,1,2,1,3
6438,0,4,1,1
2787,0,5,2,8
7801,0,2,1,2
3117,0,4,4,12
4666,1,3,0,0
623,0,2,0,9
7080,0,3,0,4
6476,0,1,0,2
4175,0,1,0,1
6737,0,2,1,3
4644,0,0,0,2
1634,4,2,0,3
2780,0,3,3,1
2176,4,1,0,0
2054,0,2,0,1
686,0,1,0,2
3845,0,0,0,3
1383,1,1,2,3
2207,0,0,0,1
7772,0,1,2,4
5019,0,1,0,1
1254,0,2,0,0
6301,1,3,0,0
2748,0,3,2,5
683,0,2,0,2
3331,0,1,1,3
3062,1,3,2,5
4223,0,2,1,0
6156,0,1,0,1
3046,0,1,1,2
530,0,1,0,6
1334,5,4,1,5
6493,0,1,0,2
2905,0,2,0,3
2110,0,1,0,1
3630,0,7,1,4
656,3,4,2,4
5901,0,2,3,6
5813,3,2,2,2
6708,0,0,0,1
6667,0,1,0,4
1215,1,2,0,2
38,0,2,1,0
6397,0,4,2,8
6769,1,1,1,4
7535,0,2,0,3
3772,1,2,0,1
6576,0,3,2,0
788,0,1,0,0
701,0,1,0,0
5872,1,1,0,4
1983,0,3,3,2
1400,4,0,0,1
2940,0,1,2,2
1835,6,1,6,3
3617,0,3,3,1
3202,0,1,0,0
5949,1,0,0,3
7977,0,3,6,0
3267,0,1,1,1
1637,5,2,0,4
2290,0,3,6,4
1034,0,4,1,1
2628,1,3,1,3
2897,0,2,0,6
3493,0,3,7,1
430,0,1,1,4
7836,0,2,2,6
2253,4,2,0,3
1742,6,1,5,2
2277,0,2,1,2
1064,0,2,0,0
1999,0,1,1,2
1647,0,1,0,1
6287,0,5,0,3
1178,0,5,0,7
3198,0,1,0,3
7474,0,3,1,2
4432,0,1,3,1
7066,0,0,2,2
5776,1,1,5,1
3564,0,1,2,1
3961,0,1,1,0
7430,0,3,2,0
3722,1,0,0,4
6064,0,1,0,0
1145,0,1,0,0
3925,0,0,0,1
2398,2,12,2,4
2630,7,2,0,5
992,0,2,2,0
7008,0,2,1,2
3068,0,2,0,0
62,4,5,5,2
3385,0,1,0,5
2669,2,3,1,4
3931,2,1,1,4
1107,0,1,0,0
6034,0,3,0,0
1502,0,0,0,1
2858,0,1,0,5
5803,0,1,2,2
2002,5,4,1,0
1424,2,6,0,0
7000,0,3,0,2
7397,0,2,0,1
7028,0,0,0,3
2034,0,9,4,3
85,5,3,5,2
7642,0,2,1,2
6776,0,1,0,4
1620,4,2,0,5
5981,1,0,2,5
705,3,3,0,5
4054,1,0,0,1
7752,0,2,2,3
734,0,4,2,6
7054,0,2,1,11
5733,0,1,0,1
3813,1,3,2,1
5554,0,0,0,0
5639,0,1,0,0
2104,0,1,0,1
5976,1,1,3,4
4827,0,2,2,2
5012,0,1,0,0
7385,0,2,0,2
7390,0,2,1,1
2101,0,0,0,0
2348,0,5,3,3
5787,0,1,0,0
3086,0,0,0,12
7536,0,5,0,3
5525,0,0,0,2
6606,1,3,0,1
5039,1,2,0,0
6647,0,0,0,3
3476,0,1,0,1
5913,2,5,8,10
5436,0,1,0,0
6524,1,1,4,3
3353,0,0,2,13
6020,1,1,1,2
3849,0,1,2,8
6431,3,2,5,2
5906,0,3,0,0
67,1,2,2,3
6585,1,2,2,0
6834,0,2,2,2
2018,2,3,3,1
7215,1,1,1,0
7098,0,1,6,3
6820,0,1,0,1
3301,0,2,1,0
6984,0,1,0,2
5867,0,1,0,0
2399,0,2,0,0
4835,0,1,0,2
2709,0,1,2,0
7101,0,1,1,1
929,0,1,0,0
7758,0,1,0,2
3216,1,1,3,4
7455,1,8,1,3
429,0,2,2,2
7383,0,3,2,1
5965,1,5,2,3
1022,0,6,0,1
2846,0,1,0,0
7265,0,1,1,1
6452,0,2,2,3
5474,0,0,0,2
2359,4,2,0,3
7963,0,1,1,2
312,5,1,7,1
1016,0,2,0,2
925,2,3,1,1
7919,1,2,1,3
3781,1,1,1,1
6634,2,1,5,1
1417,0,5,0,5
2453,0,1,1,3
4179,1,1,0,0
3284,0,3,3,10
774,0,1,2,5
699,0,6,2,1
1288,4,0,0,1
4382,0,1,1,0
89,4,6,4,1
5742,1,4,3,3
2383,1,2,1,1
1380,3,3,3,5
7907,0,1,0,0
652,4,3,3,1
5397,0,1,7,0
109,0,6,0,0
3879,0,1,1,0
7960,0,1,3,6
3625,0,3,0,1
4229,0,2,0,0
2261,0,1,1,4
2622,6,0,1,2
7242,0,1,0,1
159,0,4,2,2
7840,0,1,2,8
1183,0,1,0,0
1332,5,5,0,1
1488,1,2,0,1
6703,0,2,2,1
3507,0,3,1,0
691,0,1,0,2
3015,0,2,0,1
958,0,4,1,3
684,0,4,0,1
3458,0,1,0,0
1359,4,3,0,4
6392,0,4,3,5
5831,0,0,0,4
2895,0,2,3,12
2791,0,1,0,1
4087,0,1,3,5
2571,1,4,2,7
3769,2,1,0,1
6549,0,4,0,0
1878,3,1,4,3
1729,5,1,0,2
5933,1,4,1,12
590,0,3,0,1
186,0,1,0,1
1700,0,3,0,0
5035,1,1,0,0
3223,0,2,3,8
5895,0,4,0,1
5004,0,1,0,0
7263,2,1,2,5
1636,4,1,0,4
7658,0,4,1,1
2247,3,0,3,2
6859,0,2,0,5
2352,0,1,2,1
2878,0,1,0,1
1759,0,0,0,1
196,10,1,10,9
7657,0,3,1,7
4414,0,2,0,1
167,0,1,1,1
1922,5,3,0,4
51,0,1,0,0
6603,1,2,1,2
6669,0,1,0,5
2737,0,3,5,0
4536,0,2,0,1
7760,0,1,1,6
1261,0,1,0,0
3549,0,1,1,1
3421,0,5,0,1
1323,0,2,1,2
7742,0,2,1,5
2078,1,2,1,0
3315,1,1,2,8
7424,0,1,0,2
6358,0,0,0,0
2241,5,3,1,2
5041,0,1,0,2
4939,0,2,0,0
7225,1,0,0,2
1871,0,1,0,1
2798,0,0,0,0
7591,0,4,2,0
5157,1,2,1,3
4388,0,1,0,1
704,0,1,0,0
3755,2,1,0,0
5055,0,0,3,1
457,0,0,2,0
7119,0,1,4,0
1780,3,1,1,8
1752,0,1,0,0
1479,1,1,0,1
6697,0,2,0,1
1301,4,1,0,0
1784,1,1,7,0
3640,0,5,0,0
6184,0,1,3,4
288,0,0,0,1
6455,0,4,3,1
3871,0,4,0,0
1235,0,1,1,1
5731,1,1,2,0
559,0,0,0,1
2686,0,2,0,0
266,0,2,2,1
1537,2,2,10,1
3481,0,5,0,4
643,3,0,1,1
2396,1,11,2,3
5765,1,2,4,1
2998,0,2,8,8
1545,4,1,0,3
6871,0,1,0,3
5456,1,3,0,0
5003,0,1,0,0
6144,0,3,0,1
4036,0,0,1,0
2055,0,2,0,3
1853,0,0,0,2
6338,0,1,0,0
2202,1,4,7,8
2471,0,4,2,0
6203,0,2,0,1
5429,0,1,0,1
6866,0,4,0,1
5897,1,0,1,0
3812,0,4,4,2
2093,0,1,0,1
372,3,4,0,1
176,0,1,0,2
1712,0,1,3,3
5630,0,1,0,2
620,0,3,1,2
6722,0,1,0,0
3097,0,0,2,8
526,6,1,6,2
7789,0,1,2,1
2735,0,4,0,2
7805,0,4,0,1
2302,0,1,0,1
2275,0,1,1,0
4035,0,0,0,0
2263,0,1,2,2
490,4,0,4,2
5024,0,0,0,0
5609,0,0,5,3
5414,0,1,0,0
2520,3,0,3,2
1551,0,5,4,1
3610,0,1,3,1
3416,0,4,0,3
7095,0,2,1,3
5273,0,3,0,5
2944,0,1,1,4
7502,0,4,1,3
3144,0,6,3,11
2493,0,1,2,0
909,0,2,2,9
5754,0,0,0,1
7519,0,4,3,1
7301,0,0,2,0
7747,0,5,3,7
7581,0,4,0,1
4327,1,0,0,1
4632,0,1,0,0
3160,0,0,1,1
6723,0,1,4,1
1078,0,1,0,0
5664,0,1,3,0
5270,1,2,1,3
5982,0,1,2,1
3045,0,2,2,3
2105,0,2,5,5
2729,0,0,6,2
3370,0,0,0,11
1609,0,1,2,3
5328,0,1,0,0
165,0,2,1,1
3798,0,1,2,1
2339,4,9,3,8
2219,5,2,0,2
3434,0,7,0,0
6394,0,3,4,9
1500,4,3,1,4
3793,2,2,0,2
5819,1,2,4,1
5387,1,3,0,2
5868,0,3,1,0
5356,0,1,1,1
6542,1,2,2,4
3093,0,3,0,7
1855,0,1,2,0
2831,0,3,0,3
942,0,5,1,0
3291,0,1,0,6
2530,5,3,2,1
3767,0,1,0,0
2162,0,1,0,0
1605,3,0,3,5
1534,3,4,0,1
1060,0,0,2,0
2499,0,2,0,2
1115,0,1,0,0
2640,0,1,1,2
1682,4,3,6,5
7012,0,0,0,5
6289,0,1,0,4
3697,0,4,1,0
2080,0,0,1,3
6896,0,0,0,2
3827,1,0,4,6
2068,2,10,1,1
7127,0,2,1,4
5649,0,0,0,1
3440,0,1,0,1
7157,0,0,0,1
1291,3,2,1,1
938,0,3,0,1
7387,0,0,0,1
10,0,3,1,1
5482,0,1,0,1
1566,4,2,4,2
7260,0,2,3,3
3943,1,1,0,0
3462,0,0,0,1
2732,0,0,0,2
